"IES_PADRE","CODIGO_INSTITUCION","NOMBRE_INSTITUCION","ESTADO_INSTITUCION","CARACTER_ACADEMICO","SECTOR","CODIGO_SNIES_DEL_PROGRAMA","CODIGO_ANTERIOR_ICFES","NOMBRE_DEL_PROGRAMA","TITULO_OTORGADO","ESTADO_PROGRAMA","RECONOCIMIENTO_DEL_MINISTERIO","RESOLUCION_DE_APROBACION","FECHA_DE_RESOLUCION","FECHA_EJECUTORIA","VIGENCIA_AÑOS","FECHA_DE_REGISTRO_EN_SNIES","YEAR","CINE_F_2013_AC_CAMPO_AMPLIO","CINE_F_2013_AC_CAMPO_ESPECIFIC","CINE_F_2013_AC_CAMPO_DETALLADO","AREA_DE_CONOCIMIENTO","NUCLEO_BASICO_DEL_CONOCIMIENTO","NIVEL_ACADEMICO","NIVEL_DE_FORMACION","MODALIDAD","NUMERO_CREDITOS","NUMERO_PERIODOS_DE_DURACION","PERIODICIDAD","SE_OFRECE_POR_CICLOS_PROPEDEUT","PERIODICIDAD_ADMISIONES","PROGRAMA_EN_CONVENIO","DEPARTAMENTO_OFERTA_PROGRAMA","MUNICIPIO_OFERTA_PROGRAMA","COSTO_MATRICULA_ESTUD_NUEVOS"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","106205","106205","MAESTRÍA EN CIENCIAS CONTABLES","MAGISTER EN CIENCIAS CONTABLES","Activo","Registro calificado","4670","15/03/2017","15/03/2017","7","17/03/2017","2017","Administración de Empresas y Derecho","Educación comercial y administración","Contabilidad e impuestos","Economía, administración, contaduría y afines","Contaduría pública","Posgrado","Maestria","Presencial","56","4","Semestral","No","Semestral","N","Santander","Bucaramanga","6803000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","116206","","Maestría en Ciencias Contables y Financieras","Magister en Ciencias Contables y Financieras","Activo","Registro calificado","16755","12/09/2023","21/09/2023","7","21/09/2023","2023","Administración de Empresas y Derecho","Educación comercial y administración","Contabilidad e impuestos","Sin clasificar","Sin clasificar","Posgrado","Maestria","Virtual","42","3","Semestral","Si","Semestral","N","Santander","Bucaramanga",""
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","116201","","Maestría en Ciencias del Deporte","Magíster en Ciencias del Deporte","Activo","Registro calificado","10837","07/07/2023","26/07/2023","7","26/07/2023","2023","Servicios","Servicios personales","Deportes","Sin clasificar","Sin clasificar","Posgrado","Maestria","Dual","48","4","Semestral","No","Semestral","N","Santander","Bucaramanga","6500000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","101753","101753","MAESTRÍA EN CIENCIAS Y TECNOLOGÍAS AMBIENTALES","MAGISTER EN CIENCIAS Y TECNOLOGÍAS AMBIENTALES","Activo","Registro calificado","2288","08/03/2019","08/03/2019","7","13/06/2012","2012","Ciencias Naturales, Matemáticas y Estadística","Medio ambiente","Ciencias del medio ambiente","Matemáticas y ciencias naturales","Química y afines","Posgrado","Maestria","Presencial","44","4","Semestral","No","Semestral","N","Santander","Bucaramanga","6950000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","116203","","Maestría en Competitividad e Innovación Empresarial","Magister en Competitividad e Innovación Empresarial","Activo","Registro calificado","9719","16/06/2023","05/07/2023","7","05/07/2023","2023","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Sin clasificar","Sin clasificar","Posgrado","Maestria","Virtual","45","4","Semestral","No","Semestral","N","Santander","Bucaramanga","5400000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","101693","101693","MAESTRÍA EN DERECHO","MAGISTER EN DERECHO","Activo","Registro calificado","3523","03/04/2019","03/04/2019","7","14/05/2012","2012","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Maestria","Presencial","50","4","Semestral","No","Semestral","N","Santander","Bucaramanga","8772000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","105883","105883","MAESTRÍA EN DERECHO TRIBUTARIO","MAGISTER EN DERECHO TRIBUTARIO","Activo","Registro calificado","21050","07/11/2023","09/11/2023","7","09/11/2023","2023","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Maestria","Virtual","36","3","Semestral","No","Semestral","N","Santander","Bucaramanga","8466000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","107172","107172","MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE PROYECTOS","MAGISTER EN DIRECCIÓN Y GESTIÓN DE PROYECTOS","Activo","Registro calificado","9769","18/06/2018","18/06/2018","7","15/07/2018","2018","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Ingeniería y profesiones afines no clasificadas en otra parte","Ingeniería, arquitectura, urbanismo y afines","Ingeniería química y afines","Posgrado","Maestria","Virtual","48","4","Semestral","No","Trimestral","N","Santander","Bucaramanga","5289400"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","101754","101754","MAESTRÍA EN EDUCACIÓN AMBIENTAL","MAGISTER EN EDUCACIÓN AMBIENTAL","Activo","Registro calificado","2284","08/03/2019","08/03/2019","7","13/06/2012","2012","Educación","Educación","Ciencias de la educación","Ciencias de la educación","Educación","Posgrado","Maestria","Presencial","52","4","Semestral","No","Semestral","N","Santander","Bucaramanga","6020000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","108513","108513","MAESTRÍA EN GESTIÓN Y CONSULTORÍA  EN TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN","MAGISTER EN GESTIÓN Y CONSULTORÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN","Activo","Registro calificado","8166","05/08/2019","05/08/2019","7","18/12/2019","2019","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Electrónica y automatización","Ingeniería, arquitectura, urbanismo y afines","Ingeniería electrónica, telecomunicaciones y afines","Posgrado","Maestria","Presencial","43","3","Semestral","No","Semestral","N","Santander","Bucaramanga","7158000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","103715","103715","MAESTRIA EN ODONTOLOGÍA","MAGISTER EN ODONTOLOGÍA","Activo","Registro calificado","7062","23/04/2021","10/05/2021","7","15/09/2014","2014","Salud y Bienestar","Salud","Odontología y estudios dentales","Ciencias de la salud","Odontología","Posgrado","Maestria","Presencial","59","4","Semestral","No","Por cohorte","N","Santander","Bucaramanga","13000000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","102445","102445","MAESTRÍA EN ORDENAMIENTO TERRITORIAL","MAGISTER EN ORDENAMIENTO TERRITORIAL","Activo","Registro calificado","10915","17/10/2019","17/10/2019","7","25/04/2013","2013","Ingeniería, Industria y Construcción","Arquitectura y construcción","Arquitectura y urbanismo","Ingeniería, arquitectura, urbanismo y afines","Arquitectura y afines","Posgrado","Maestria","Presencial","50","4","Semestral","No","Anual","N","Santander","Bucaramanga","8692000"
"1704","1705","UNIVERSIDAD SANTO TOMAS","Activa","Universidad","Privado","105708","105708","MAESTRÍA EN RECONCILIACIÓN Y CONVIVENCIA","MAGISTER EN RECONCILIACIÓN Y CONVIVENCIA","Activo","Registro calificado","2163","13/02/2023","28/02/2023","7","28/02/2023","2023","Ciencias Sociales, Periodismo e Información","Ciencias sociales y del comportamiento","Ciencias sociales y del comportamiento no clasificadas en otra parte","Ciencias sociales y humanas","Ciencia política, relaciones internacionales","Posgrado","Maestria","Virtual","36","3","Semestral","No","Semestral","N","Santander","Bucaramanga","5303000"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","103030","103030","DOCTORADO EN ADMINISTRACIÓN","DOCTOR EN ADMINISTRACIÓN","Activo","Registro calificado","3316","03/03/2021","18/03/2021","7","18/03/2021","2021","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Doctorado","Presencial","70","8","Semestral","No","Por cohorte","N","Bogotá, D.C.","Bogotá, D.C.","20255054"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","11706","1.706734000011E+20","DOCTORADO EN DERECHO","DOCTOR EN DERECHO","Activo","Registro calificado","22624","30/11/2022","16/12/2022","7","10/04/2001","2001","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Doctorado","Presencial","80","3","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","39321559"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","51721","1.706732000011E+20","DOCTORADO EN ESTUDIOS POLITICOS","DOCTOR EN ESTUDIOS POLITICOS","Activo","Registro calificado","9517","06/09/2019","06/09/2019","7","17/11/2005","2005","Ciencias Sociales, Periodismo e Información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Ciencias sociales y humanas","Derecho y afines","Posgrado","Doctorado","Presencial","78","10","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","11844426"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","55109","55109","DOCTORADO EN ESTUDIOS SOCIALES","DOCTOR EN ESTUDIOS SOCIALES","Activo","Registro calificado","21641","18/10/2017","18/10/2017","7","31/12/2009","2009","Ciencias Sociales, Periodismo e Información","Ciencias sociales y del comportamiento","Sociología, Antropología y estudios culturales","Ciencias sociales y humanas","Sociología, trabajo social y afines","Posgrado","Doctorado","Presencial","82","6","Semestral","No","Por cohorte","N","Bogotá, D.C.","Bogotá, D.C.","14177860"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","116765","","DOCTORADO EN TURISMO","DOCTOR(A) EN TURISMO","Activo","Registro calificado","4672","12/04/2024","29/04/2024","7","29/04/2024","2024","Ciencias Sociales, Periodismo e Información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Sin clasificar","Sin clasificar","Posgrado","Doctorado","Dual","78","6","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.",""
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","21543","1.706530406011E+20","ESPECIALIZACI¿N EN METODOS DE AN¿LISIS DEMOGR¿FICO","ESPECIALISTA EN M¿TODOS DE AN¿LISIS DEMOGR¿FICO","Activo","Registro calificado","14027","15/08/2018","15/08/2018","7","25/04/2005","2005","Ciencias Sociales, Periodismo e Información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Matemáticas y ciencias naturales","Matemáticas, estadística y afines","Posgrado","Especializacion universitaria","Presencial","28","3","Periodos","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","9230466"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","101369","101369","ESPECIALIZACIÓN  EN CONTRATACIÓN INTERNACIONAL","ESPECIALISTA EN CONTRATACIÓN INTERNACIONAL","Activo","Registro calificado","1207","31/01/2019","31/01/2019","7","02/12/2011","2011","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","26","1","Anual","No","Anual","N","Antioquia","Medellín","22543872"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","104812","104812","ESPECIALIZACIÓN  EN GESTIÓN DE CIUDAD Y TERRITORIO","ESPECIALISTA EN GESTIÓN DE CIUDAD Y TERRITORIO","Activo","Registro calificado","195","15/01/2019","15/01/2019","7","08/08/2015","2015","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","26","1","Anual","No","Semestral","N","Meta","Villavicencio","20931256"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","15900","1.706536865811E+20","ESPECIALIZACION EN ADMINISTRACION DE RIESGOS INFORMATICOS","ESPECIALISTA EN ADMINISTRACION DE RIESGOS INFORMATICOS","Activo","Registro calificado","10280","27/06/2018","27/06/2018","7","27/06/2018","2018","Tecnologías de la Información y la Comunicación (TIC)","Tecnologías de la Información y la Comunicación (TIC)","Uso de computadores","Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines","Posgrado","Especializacion universitaria","Presencial","28","2","Semestral","No","Por cohorte","N","Bogotá, D.C.","Bogotá, D.C.","5411398"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","107684","107684","ESPECIALIZACIÓN EN AUDITORIA FORENSE","ESPECIALISTA EN AUDITORIA FORENSE","Activo","Registro calificado","191","15/01/2019","15/01/2019","7","12/03/2019","2019","Administración de Empresas y Derecho","Derecho","Derecho","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","30","5","Periodos","No","Trimestral","N","Risaralda","Pereira",""
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","52169","52169","ESPECIALIZACIÓN EN AUDITORÍA FORENSE","ESPECIALISTA EN AUDITORÍA FORENSE","Activo","Registro calificado","1178","31/01/2019","31/01/2019","7","31/01/2019","2019","Administración de Empresas y Derecho","Derecho","Derecho","Economía, administración, contaduría y afines","Contaduría pública","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Por cohorte","N","Bogotá, D.C.","Bogotá, D.C.","6248298"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","1126","1.706534536411E+20","ESPECIALIZACION EN CIENCIAS PENALES Y CRIMINOLOGICAS","ESPECIALISTA EN CIENCIAS PENALES Y CRIMINOLOGICAS","Activo","Registro calificado","1174","31/01/2019","31/01/2019","7","21/03/1998","1998","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","25","1","Anual","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","22126440"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","52417","52417","ESPECIALIZACION EN CIENCIAS PENALES Y CRIMINOLOGICAS","ESPECIALISTA EN CIENCIAS PENALES Y CRIMINOLOGICAS","Activo","Registro calificado","1186","31/01/2019","31/01/2019","7","20/10/2006","2006","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","25","1","Anual","No","Anual","N","Bolívar","Cartagena de Indias","22126440"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","51857","1.706534536452E+20","ESPECIALIZACION EN CIENCIAS PENALES Y CRIMINOLOGICAS","ESPECIALISTA EN CIENCIAS PENALES Y CRIMINOLOGICAS","Activo","Registro calificado","1204","31/01/2019","31/01/2019","7","17/01/2006","2006","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","25","1","Anual","No","Anual","N","Nariño","Pasto","22126440"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","108865","108865","ESPECIALIZACIÓN EN CIENCIAS PENALES Y CRIMINOLÓGICAS","ESPECIALISTA EN CIENCIAS PENALES Y CRIMINOLÓGICAS","Activo","Registro calificado","15519","18/12/2019","18/12/2019","7","20/01/2020","2020","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","25","1","Anual","No","Anual","N","Atlántico","Barranquilla","22126440"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","116785","","ESPECIALIZACIÓN EN COMPLIANCE Y GESTIÓN DE RIESGOS","ESPECIALISTA EN COMPLIANCE Y GESTIÓN DE RIESGOS","Activo","Registro calificado","2422","06/03/2024","22/03/2024","7","22/03/2024","2024","Administración de Empresas y Derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Sin clasificar","Sin clasificar","Posgrado","Especializacion universitaria","Virtual","25","2","Semestral","No","Por cohorte","N","Bogotá, D.C.","Bogotá, D.C.",""
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","15866","1.706535007108E+20","ESPECIALIZACION EN CONTRATACION ESTATAL","ESPECIALISTA EN CONTRATACION ESTATAL","Activo","Registro calificado","16073","18/12/2019","18/12/2019","7","02/05/2002","2002","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Atlántico","Barranquilla","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","17839","1.706535007168E+20","ESPECIALIZACION EN CONTRATACION ESTATAL","ESPECIALISTA EN CONTRATACION ESTATAL","Activo","Registro calificado","1187","31/01/2019","31/01/2019","7","31/10/2002","2002","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","S","Santander","Bucaramanga","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","3920","1.706535007111E+20","ESPECIALIZACION EN CONTRATACION ESTATAL","ESPECIALISTA EN CONTRATACION ESTATAL","Activo","Registro calificado","1189","31/01/2019","31/01/2019","7","21/03/1998","1998","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","7054","1.706535007176E+20","ESPECIALIZACION EN CONTRATACION ESTATAL","ESPECIALISTA EN CONTRATACION ESTATAL","Activo","Registro calificado","16072","18/12/2019","18/12/2019","7","14/07/1998","1998","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Valle del Cauca","Santiago de Cali","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","53216","53216","ESPECIALIZACIÓN EN CONTRATACION ESTATAL","ESPECIALISTA EN CONTRATACION ESTATAL","Activo","Registro calificado","13353","14/08/2018","14/08/2018","7","30/11/2007","2007","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Boyacá","Tunja","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","101371","101371","ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL","ESPECIALISTA EN CONTRATACIÓN ESTATAL","Activo","Registro calificado","1188","31/01/2019","31/01/2019","7","02/12/2011","2011","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Nariño","Pasto","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","51602","1.706535007105E+20","ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL","ESPECIALISTA EN CONTRATACIÓN ESTATAL","Activo","Registro calificado","1190","31/01/2019","31/01/2019","7","03/06/2005","2005","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Semestral","No","Anual","N","Antioquia","Medellín","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","108864","108864","ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL","ESPECIALISTA EN CONTRATACIÓN ESTATAL","Activo","Registro calificado","15518","18/12/2019","18/12/2019","7","20/01/2020","2020","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Norte de Santander","San José de Cúcuta","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","108075","108075","ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL","ESPECIALISTA EN CONTRATACIÓN ESTATAL","Activo","Registro calificado","5961","07/06/2019","07/06/2019","7","04/07/2019","2019","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","27","1","Anual","No","Anual","N","Archipiélago de San Andrés, Providencia y Santa Catalina","San Andrés","21303842"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","21534","1.706534107511E+20","ESPECIALIZACION EN CONTRATACION INTERNACIONAL","ESPECIALISTA EN CONTRATACION INTERNACIONAL","Activo","Registro calificado","1203","31/01/2019","31/01/2019","7","19/04/2005","2005","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","26","1","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","22543872"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","15901","1.706565800011E+20","ESPECIALIZACION EN CONTROL GERENCIAL CORPORATIVO","ESPECIALISTA EN CONTROL GERENCIAL CORPORATIVO","Activo","Registro calificado","1260","04/02/2019","04/02/2019","7","21/05/2002","2002","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","30","5","Periodos","No","Trimestral","N","Bogotá, D.C.","Bogotá, D.C.","6248298"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","107636","107636","ESPECIALIZACIÓN EN CONTROL GERENCIAL CORPORATIVO","ESPECIALISTA EN CONTROL GERENCIAL CORPORATIVO","Activo","Registro calificado","455","23/01/2019","23/01/2019","7","23/01/2019","2019","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Por cohorte","N","Meta","Villavicencio","5848362"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","104373","104373","ESPECIALIZACIÓN EN CONTROL Y RESPONSABILIDAD FISCAL","ESPECIALISTA EN CONTROL Y RESPONSABILIDAD FISCAL","Activo","Registro calificado","4752","15/04/2015","16/04/2015","7","15/04/2015","2015","Administración de Empresas y Derecho","Educación comercial y administración","Contabilidad e impuestos","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","21504696"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","2750","1.706532701711E+20","ESPECIALIZACION EN COOPERACION INTERNACIONAL Y GESTION DE PROYECTOS PARA EL DESARROLLO","ESPECIALISTA EN COOPERACION INTERNACIONAL Y GESTION DE PROYECTOS PARA EL DESARROLLO","Activo","Registro calificado","11493","28/10/2019","28/10/2019","7","21/03/1998","1998","Ciencias Sociales, Periodismo e Información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información","Ciencias sociales y humanas","Ciencia política, relaciones internacionales","Posgrado","Especializacion universitaria","Presencial","25","2","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","16628214"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","21533","1.706534200668E+20","ESPECIALIZACION EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","1200","31/01/2019","31/01/2019","7","19/04/2005","2005","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","S","Santander","Bucaramanga","22512787"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","21532","1.706534200608E+20","ESPECIALIZACION EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","1199","31/01/2019","31/01/2019","7","19/04/2005","2005","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Atlántico","Barranquilla","22512787"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","17841","1.706534200605E+20","ESPECIALIZACION EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","1191","31/01/2019","31/01/2019","7","11/10/2002","2002","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Antioquia","Medellín","22512787"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","7695","1.706534200611E+20","ESPECIALIZACION EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","16701","12/10/2018","12/10/2018","7","09/12/1998","1998","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","22512787"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","53369","53369","ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","1201","31/01/2019","31/01/2019","7","15/01/2008","2008","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Boyacá","Tunja","22512787"
"1706","1706","UNIVERSIDAD EXTERNADO DE COLOMBIA","Activa","Universidad","Privado","103387","103387","ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO","ESPECIALISTA EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","14976","18/12/2019","18/12/2019","7","20/06/2014","2014","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","1","Anual","No","Anual","N","Valle del Cauca","Santiago de Cali","22512787"
